Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Date	Party	Year	URL	Matchbegin corpus position	Matchend corpus position
571	c_1673554	$ 250 million per annum . The United Kingdom currently spends some 2 % of its bilateral aid budget on	water and sanitation	, compared with around 13 % on education and 19 % on health . However , we need to be	$_$ 250_CD million_CD per_IN annum_NN ._. The_DT United_NNP Kingdom_NNP currently_RB spends_VBZ some_DT 2_CD %_NN of_IN its_PRP$ bilateral_JJ aid_NN budget_NN on_IN	water_NN and_CC sanitation_NN	,_, compared_VBN with_IN around_RB 13_CD %_NN on_IN education_NN and_CC 19_CD %_NN on_IN health_NN ._. However_RB ,_, we_PRP need_VBP to_TO be_VB	2016-04-21	dup	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=570	355482094	355482096
572	c_1673554	we need to be careful that we are not jumping the gun on this one , as access to clean	water and sanitation	can often be a prerequisite for success in other development areas such as education and health , and we must	we_PRP need_VBP to_TO be_VB careful_JJ that_IN we_PRP are_VBP not_RB jumping_VBG the_DT gun_NN on_IN this_DT one_NN ,_, as_IN access_NN to_IN clean_JJ	water_NN and_CC sanitation_NN	can_MD often_RB be_VB a_DT prerequisite_NN for_IN success_NN in_IN other_JJ development_NN areas_NNS such_JJ as_IN education_NN and_CC health_NN ,_, and_CC we_PRP must_MD	2016-04-21	dup	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=571	355482133	355482135
573	c_1673554	organisations who were keen to add their comments , to help with this debate . When we consider health ,	water and sanitation	, we also have to consider the environment . I will just mark up one thing . Management of habitats	organisations_NNS who_WP were_VBD keen_JJ to_TO add_VB their_PRP$ comments_NNS ,_, to_TO help_VB with_IN this_DT debate_NN ._. When_WRB we_PRP consider_VBP health_NN ,_,	water_NN and_CC sanitation_NN	,_, we_PRP also_RB have_VBP to_TO consider_VB the_DT environment_NN ._. I_PRP will_MD just_RB mark_VB up_RP one_CD thing_NN ._. Management_NN of_IN habitats_NNS	2016-04-21	dup	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=572	355482194	355482196
574	c_1673554	. As I have said , the United Kingdom currently spends some 2 % of its bilateral aid budget on	water and sanitation	, compared with around 13 % on education and a large percentage on health . For example , the delivery	._. As_IN I_PRP have_VBP said_VBN ,_, the_DT United_NNP Kingdom_NNP currently_RB spends_VBZ some_DT 2_CD %_NN of_IN its_PRP$ bilateral_JJ aid_NN budget_NN on_IN	water_NN and_CC sanitation_NN	,_, compared_VBN with_IN around_RB 13_CD %_NN on_IN education_NN and_CC a_DT large_JJ percentage_NN on_IN health_NN ._. For_IN example_NN ,_, the_DT delivery_NN	2016-04-21	dup	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=573	355482531	355482533
575	c_1673554	are caused by unsafe water , poor sanitation and poor hygiene . That is incontrovertible evidence that access to clean	water and sanitation	is essential if we are to see any meaningful development in other areas . In conclusion , I will just	are_VBP caused_VBN by_IN unsafe_JJ water_NN ,_, poor_JJ sanitation_NN and_CC poor_JJ hygiene_NN ._. That_DT is_VBZ incontrovertible_JJ evidence_NN that_IN access_NN to_IN clean_JJ	water_NN and_CC sanitation_NN	is_VBZ essential_JJ if_IN we_PRP are_VBP to_TO see_VB any_DT meaningful_JJ development_NN in_IN other_JJ areas_NNS ._. In_IN conclusion_NN ,_, I_PRP will_MD just_RB	2016-04-21	dup	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=574	355482856	355482858
576	c_1673554	Minister give us some idea of the Government bilateral and multilateral aid reviews ? Will he set out and prioritise	water and sanitation	in the reviews ? We need to be ever mindful of the fact that if we start with water and	Minister_NN give_VB us_PRP some_DT idea_NN of_IN the_DT Government_NN bilateral_JJ and_CC multilateral_JJ aid_NN reviews_NNS ?_. Will_MD he_PRP set_VB out_RP and_CC prioritise_VB	water_NN and_CC sanitation_NN	in_IN the_DT reviews_NNS ?_. We_PRP need_VBP to_TO be_VB ever_RB mindful_JJ of_IN the_DT fact_NN that_IN if_IN we_PRP start_VBP with_IN water_NN and_CC	2016-04-21	dup	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=575	355483765	355483767
577	c_1673554	and sanitation in the reviews ? We need to be ever mindful of the fact that if we start with	water and sanitation	, then health , education and opportunity follow . The Front Benchers will be called at the usual time .	and_CC sanitation_NN in_IN the_DT reviews_NNS ?_. We_PRP need_VBP to_TO be_VB ever_RB mindful_JJ of_IN the_DT fact_NN that_IN if_IN we_PRP start_VBP with_IN	water_NN and_CC sanitation_NN	,_, then_RB health_NN ,_, education_NN and_CC opportunity_NN follow_VBP ._. The_DT Front_NNP Benchers_NNPS will_MD be_VB called_VBN at_IN the_DT usual_JJ time_NN ._.	2016-04-21	dup	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=576	355483786	355483788
578	c_1673560	. I am pleased to see that sustainable development goal 6 is the aim of achieving universal access to safe	water and sanitation	by 2030 , but 2030 is not very far away - only 14 years . We have been involved in	._. I_PRP am_VBP pleased_JJ to_TO see_VB that_IN sustainable_JJ development_NN goal_NN 6_CD is_VBZ the_DT aim_NN of_IN achieving_VBG universal_JJ access_NN to_IN safe_JJ	water_NN and_CC sanitation_NN	by_IN 2030_CD ,_, but_CC 2030_CD is_VBZ not_RB very_RB far_RB away_RB -_, only_RB 14_CD years_NNS ._. We_PRP have_VBP been_VBN involved_VBN in_IN	2016-04-21	con	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=577	355484409	355484411
579	c_1673560	conflict and there is a civil war , or whatever the situation is , deal with the country problems with	water and sanitation	? I have spent a lot of my time in Uganda with a friend of mine who was a Member	conflict_NN and_CC there_EX is_VBZ a_DT civil_JJ war_NN ,_, or_CC whatever_WP the_DT situation_NN is_VBZ ,_, deal_VB with_IN the_DT country_NN problems_NNS with_IN	water_NN and_CC sanitation_NN	?_. I_PRP have_VBP spent_VBN a_DT lot_NN of_IN my_PRP$ time_NN in_IN Uganda_NNP with_IN a_DT friend_NN of_IN mine_PRP who_WP was_VBD a_DT Member_NN	2016-04-21	con	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=578	355484740	355484742
580	c_1673565	hon . Member for Strangford ( Jim Shannon ) on securing this debate . The UN defines access to safe	water and sanitation	facilities as basic human rights . Promoting hygiene is widely regarded to be one of the most cost - effective	hon_NN ._. Member_NNP for_IN Strangford_NNP (_-LRB- Jim_NNP Shannon_NNP )_-RRB- on_IN securing_VBG this_DT debate_NN ._. The_DT UN_NNP defines_VBZ access_NN to_IN safe_JJ	water_NN and_CC sanitation_NN	facilities_NNS as_IN basic_JJ human_JJ rights_NNS ._. Promoting_VBG hygiene_NN is_VBZ widely_RB regarded_VBN to_TO be_VB one_CD of_IN the_DT most_RBS cost_NN -_HYPH effective_JJ	2016-04-21	lab	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=579	355487109	355487111
581	c_1673565	access to healthcare and education , it is interesting that we do not spend enough time discussing access to clean	water and sanitation	. Those issues underpin people life chances , so it is extraordinary that we do not look at them in	access_NN to_IN healthcare_NN and_CC education_NN ,_, it_PRP is_VBZ interesting_JJ that_IN we_PRP do_VBP not_RB spend_VB enough_JJ time_NN discussing_VBG access_NN to_IN clean_JJ	water_NN and_CC sanitation_NN	._. Those_DT issues_NNS underpin_VBP people_NNS life_NN chances_NNS ,_, so_RB it_PRP is_VBZ extraordinary_JJ that_IN we_PRP do_VBP not_RB look_VB at_IN them_PRP in_IN	2016-04-21	lab	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=580	355487250	355487252
582	c_1673567	, which ran from 2000 to 2015 and aimed to halve the number of people without access to improved drinking	water and sanitation	. Interestingly , the water target was met but the sanitation target was not met by a considerable amount -	,_, which_WDT ran_VBD from_IN 2000_CD to_IN 2015_CD and_CC aimed_VBD to_TO halve_VB the_DT number_NN of_IN people_NNS without_IN access_NN to_IN improved_VBN drinking_NN	water_NN and_CC sanitation_NN	._. Interestingly_RB ,_, the_DT water_NN target_NN was_VBD met_VBN but_CC the_DT sanitation_NN target_NN was_VBD not_RB met_VBN by_IN a_DT considerable_JJ amount_NN -_,	2016-04-21	lab	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=581	355487480	355487482
583	c_1673567	. Yet we know that it is really important . There can be societal transformation without proper access to clean	water and sanitation	. We know that from our own experience . It was only when the UK recognised , from its public	._. Yet_CC we_PRP know_VBP that_IN it_PRP is_VBZ really_RB important_JJ ._. There_EX can_MD be_VB societal_JJ transformation_NN without_IN proper_JJ access_NN to_IN clean_JJ	water_NN and_CC sanitation_NN	._. We_PRP know_VBP that_IN from_IN our_PRP$ own_JJ experience_NN ._. It_PRP was_VBD only_RB when_WRB the_DT UK_NNP recognised_VBD ,_, from_IN its_PRP$ public_JJ	2016-04-21	lab	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=582	355487820	355487822
584	c_1673567	We are not only talking about health , because research has shown that , for every $ 1 spent on	water and sanitation	, $ 4 would be generated in increased economic opportunity . It has been estimated that , if everyone had	We_PRP are_VBP not_RB only_RB talking_VBG about_IN health_NN ,_, because_IN research_NN has_VBZ shown_VBN that_IN ,_, for_IN every_DT $_$ 1_CD spent_VBN on_IN	water_NN and_CC sanitation_NN	,_, $_$ 4_CD would_MD be_VB generated_VBN in_IN increased_VBN economic_JJ opportunity_NN ._. It_PRP has_VBZ been_VBN estimated_VBN that_IN ,_, if_IN everyone_NN had_VBD	2016-04-21	lab	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=583	355487904	355487906
585	c_1673567	would be generated in increased economic opportunity . It has been estimated that , if everyone had universal access to	water and sanitation	, there would be $ 32 billion in economic benefits each year globally , from reductions in healthcare costs and	would_MD be_VB generated_VBN in_IN increased_VBN economic_JJ opportunity_NN ._. It_PRP has_VBZ been_VBN estimated_VBN that_IN ,_, if_IN everyone_NN had_VBD universal_JJ access_NN to_IN	water_NN and_CC sanitation_NN	,_, there_EX would_MD be_VB $_$ 32_CD billion_CD in_IN economic_JJ benefits_NNS each_DT year_NN globally_RB ,_, from_IN reductions_NNS in_IN healthcare_NN costs_NNS and_CC	2016-04-21	lab	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=584	355487930	355487932
586	c_1673567	few questions for the Minister . As we know , world leaders committed to reach everyone , everywhere with safe	water and sanitation	by 2030 . That is a wide - ranging goal , with eight objectives , and if they are met	few_JJ questions_NNS for_IN the_DT Minister_NN ._. As_IN we_PRP know_VBP ,_, world_NN leaders_NNS committed_VBD to_TO reach_VB everyone_NN ,_, everywhere_RB with_IN safe_JJ	water_NN and_CC sanitation_NN	by_IN 2030_CD ._. That_DT is_VBZ a_DT wide_JJ -_HYPH ranging_VBG goal_NN ,_, with_IN eight_CD objectives_NNS ,_, and_CC if_IN they_PRP are_VBP met_VBN	2016-04-21	lab	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=585	355488560	355488562
587	c_1673567	supplies . Are the Government using their strong voice internationally to push up the international agenda the importance of clean	water and sanitation	? SDG 6 should become a real priority , so how will progress towards achieving it be monitored internationally ?	supplies_NNS ._. Are_VBP the_DT Government_NN using_VBG their_PRP$ strong_JJ voice_NN internationally_RB to_TO push_VB up_RP the_DT international_JJ agenda_NN the_DT importance_NN of_IN clean_JJ	water_NN and_CC sanitation_NN	?_. SDG_NNP 6_CD should_MD become_VB a_DT real_JJ priority_NN ,_, so_RB how_WRB will_MD progress_NN towards_IN achieving_VBG it_PRP be_VB monitored_VBN internationally_RB ?_.	2016-04-21	lab	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=586	355488733	355488735
588	c_1673570	every Â £ 1 invested . Will the Minister commit , first , to look at the whole area of	water and sanitation	and see what more can be done ? This is a very basic thing . I saw the impact at	every_DT Â_$ £_$ 1_CD invested_VBN ._. Will_MD the_DT Minister_NN commit_VB ,_, first_RB ,_, to_TO look_VB at_IN the_DT whole_JJ area_NN of_IN	water_NN and_CC sanitation_NN	and_CC see_VB what_WP more_JJR can_MD be_VB done_VBN ?_. This_DT is_VBZ a_DT very_RB basic_JJ thing_NN ._. I_PRP saw_VBD the_DT impact_NN at_IN	2016-04-21	con	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=587	355490096	355490098
589	c_1673571	cases he mentioned at the end of his speech were very powerful and illustrated the need for further action on	water and sanitation	in Africa . The hon . Member for Mid Derbyshire ( Pauline Latham ) certainly added to the debate ,	cases_NNS he_PRP mentioned_VBD at_IN the_DT end_NN of_IN his_PRP$ speech_NN were_VBD very_RB powerful_JJ and_CC illustrated_VBD the_DT need_NN for_IN further_JJR action_NN on_IN	water_NN and_CC sanitation_NN	in_IN Africa_NNP ._. The_DT hon_NN ._. Member_NNP for_IN Mid_NNP Derbyshire_NNP (_-LRB- Pauline_NNP Latham_NNP )_-RRB- certainly_RB added_VBD to_IN the_DT debate_NN ,_,	2016-04-21	snp	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=588	355490755	355490757
590	c_1673571	this place , I spent my career in the water industry . I have always known the importance of clean	water and sanitation	in this country , let alone in the developing world . I used to do presentations in schools , and	this_DT place_NN ,_, I_PRP spent_VBD my_PRP$ career_NN in_IN the_DT water_NN industry_NN ._. I_PRP have_VBP always_RB known_VBN the_DT importance_NN of_IN clean_JJ	water_NN and_CC sanitation_NN	in_IN this_DT country_NN ,_, let_VB alone_JJ in_IN the_DT developing_VBG world_NN ._. I_PRP used_VBD to_TO do_VB presentations_NNS in_IN schools_NNS ,_, and_CC	2016-04-21	snp	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=589	355491001	355491003
591	c_1673571	cost - effective health intervention . Hon . Members have touched on the fact that because we have a successful	water and sanitation	infrastructure in this country , many people it for granted . Some people complain about the taste of water if	cost_NN -_HYPH effective_JJ health_NN intervention_NN ._. Hon_UH ._. Members_NNS have_VBP touched_VBN on_IN the_DT fact_NN that_IN because_IN we_PRP have_VBP a_DT successful_JJ	water_NN and_CC sanitation_NN	infrastructure_NN in_IN this_DT country_NN ,_, many_JJ people_NNS it_PRP for_IN granted_VBN ._. Some_DT people_NNS complain_VBP about_IN the_DT taste_NN of_IN water_NN if_IN	2016-04-21	snp	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=590	355491092	355491094
592	c_1673571	three hours and can put their kettle or have a bath or shower , without realising that some people without	water and sanitation	face personal challenges every day . It was when I worked for Scottish Water and its predecessor that I became	three_CD hours_NNS and_CC can_MD put_VB their_PRP$ kettle_NN or_CC have_VBP a_DT bath_NN or_CC shower_NN ,_, without_IN realising_VBG that_IN some_DT people_NNS without_IN	water_NN and_CC sanitation_NN	face_VBP personal_JJ challenges_NNS every_DT day_NN ._. It_PRP was_VBD when_WRB I_PRP worked_VBD for_IN Scottish_NNP Water_NNP and_CC its_PRP$ predecessor_NN that_IN I_PRP became_VBD	2016-04-21	snp	2016	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=591	355491165	355491167
